price,postal_code,address,bed,full_bath,half_bath,property_area,property_type
899900,T2P5J9,904 - 690 PRINCETON WAY SW,2.0,2.0,,1702.0,condo
398000,T2T0H8,8 - 927 19 AVE SW,3.0,2.0,,1735.0,condo
499900,T3A5E5,134 EDGEVALLEY CLOSE NW,4.0,3.0,,1352.0,house
164999,T2V4X8,225 - 2425 90 AVE SW,1.0,1.0,1.0,999.0,condo
289500,T2Z4S9,105 Copperfield LANE SE,3.0,2.0,1.0,1128.0,townhouse
650000,T2E4E1,712 - 88 9 ST NE,2.0,2.0,,945.0,condo
206000,T3N0P5,4406 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,822.0,condo
280000,T2S0L4,314 25 Avenue SW,2.0,1.0,,895.0,condo
249000,T3B4N5,41 - 5625 SILVERDALE DR NW,3.0,1.0,1.0,1129.0,townhouse
579000,T3R0N4,12 KINCORA ST NW,5.0,3.0,1.0,2225.0,house
299900,T2R0W8,502 - 135 13 AVE SW,1.0,1.0,,702.0,condo
849900,T2L0K2,1640 31 AVE NW,3.0,3.0,,1113.0,house
849000,T2R0K9,722 13 Avenue SW,2.0,1.0,1.0,1745.0,townhouse
399900,T2A5V4,311 MAITLAND HILL NE,4.0,2.0,1.0,1008.0,house
597000,T3A0W9,3812 40 AVE NW,4.0,3.0,,1320.0,house
264900,T2P0X2,546 - 222 RIVERFRONT AVE SW,1.0,1.0,,446.0,condo
249000,T2R0L9,102 - 126 14 AVE SW,2.0,2.0,,1000.0,condo
169900,T3J0G1,1201 - 1140 TARADALE DR NE,2.0,2.0,,989.0,condo
399000,T2T2G3,"102, 1708 36 Avenue SW",2.0,2.0,,880.0,townhouse
889000,T3C2H2,111 SCARBORO AVE SW,5.0,2.0,1.0,1748.0,house
409000,T1Y1T9,4927 WHITEHORN DR NE,5.0,2.0,1.0,1631.0,house
450000,T3L2M2,240 - 223 TUSCANY SPRINGS BLVD NW,2.0,2.0,,1158.0,condo
179900,T2Y5B7,1301 - 2371 EVERSYDE AVE SW,2.0,1.0,,751.0,condo
584900,T2J7E9,13135 BONAVENTURE DR SE,3.0,3.0,,1731.0,house
399800,T3G1P4,980 RANCHVIEW CRES NW,4.0,2.0,,1755.0,house
569900,T2E1Y8,115 26 AVE NE,5.0,3.0,1.0,1795.0,house
349900,T2A6M1,6923 4 AVE NE,5.0,2.0,1.0,1119.0,house
349900,T2T2C8,201 - 2416 34 AVE SW,2.0,1.0,1.0,964.0,townhouse
254900,T2R1S6,2505 - 1053 10 ST SW,2.0,1.0,,739.0,condo
749900,T3H0M5,76 WENTWORTH SQ SW,3.0,2.0,2.0,2210.0,house
689900,T3C3B7,25 B TAMARAC CRES SW,4.0,3.0,1.0,1957.0,house
469900,T3G3X5,189 CITADEL GDNS NW,5.0,3.0,1.0,1856.0,house
565000,T3C0T7,1618 13 AVE SW,3.0,1.0,1.0,1269.0,house
559999,T2M1H3,1836 20 AVE NW,4.0,1.0,1.0,934.0,house
945000,T2E5B5,720 BRIDGE CRES NE,,,,,
599000,T3K0B8,149 PANTEGO RD NW,5.0,3.0,1.0,2621.0,house
329900,T2P0V2,"1708, 888 4 Avenue SW",1.0,1.0,,580.0,condo
729000,T3E6Z3,5546 HENWOOD ST SW,5.0,3.0,1.0,2287.0,house
554000,T2Y3R3,50 EVERGREEN MANOR SW,4.0,3.0,1.0,2257.0,house
179900,T3K0Y6,2205 - 130 PANATELLA ST NW,1.0,1.0,,529.0,condo
294800,T2S0E1,104 - 303 19 AVE SW,2.0,2.0,,797.0,condo
749500,T3H0S9,228 TREMBLANT HTS SW,4.0,3.0,1.0,2208.0,house
500000,T3B1T5,7414 35 AVE NW,,,,1611.0,house
240000,T2N0C2,412 - 2512 1 AVE NW,2.0,1.0,,750.0,condo
160000,T2X0X5,117 - 15233 1 ST SE,1.0,1.0,,467.0,condo
319000,T2B1A4,2027 39 ST SE,4.0,2.0,,944.0,house
339000,T3G1A7,421 RANCHVIEW Court NW,5.0,2.0,,1008.0,townhouse
544900,T3R0Z5,98 NOLANHURST RISE NW,5.0,3.0,1.0,1922.0,house
179900,T2V4V8,"A307, 7301 4A Street SW",1.0,1.0,,874.0,condo
356900,T3M2E5,362 AUBURN MEADOWS BLVD SE,2.0,2.0,1.0,1292.0,house
479900,T2M4X8,2826 1 Street NW,3.0,3.0,1.0,1488.0,townhouse
103900,T2K5W9,427 - 333 GARRY CRES NE,1.0,1.0,,713.0,condo
989900,T2V2M8,923 KERFOOT CRES SW,5.0,3.0,2.0,2635.0,house
279888,T1Y4K2,183 WHITERIDGE PL NE,5.0,2.0,,955.0,house
299900,T3R0V5,3402 - 450 SAGE VALLEY DR NW,2.0,2.0,,978.0,condo
359900,T3H5W1,47 WEST SPRINGS LANE SW,2.0,2.0,1.0,1104.0,townhouse
185000,T3R0W4,219 - 4 SAGE HILL TERR NW,1.0,1.0,1.0,638.0,condo
282000,T3H5X4,335 - 20 DISCOVERY RIDGE CLOSE SW,2.0,2.0,,1029.0,condo
309900,T3E8A5,314 - 2702 17 AVE SW,2.0,2.0,,744.0,condo
268800,T2R1A7,1504 - 1500 7 ST SW,1.0,1.0,,488.0,condo
419900,T2K2A1,423 HENDON DR NW,3.0,2.0,,902.0,house
359900,T3J1V9,96 FALDALE CLOSE NE,5.0,3.0,,1299.0,house
374500,T2Y3G3,108 SOMERSIDE MANOR SW,3.0,2.0,,895.0,house
539900,T2X3X5,303 CHAPALINA TERR SE,5.0,3.0,1.0,2123.0,house
259888,T2G0G3,1103 - 225 11 AVE SE,1.0,1.0,,533.0,condo
949000,T3E5R3,6427 LOMBARDY CRES SW,5.0,3.0,,1417.0,house
289800,T1Y6A9,268 WHITWORTH WAY NE,4.0,2.0,,927.0,house
414900,T2Y4L5,350 BRIDLERIDGE WAY SW,3.0,2.0,1.0,1547.0,house
379000,T3G1S9,7910 RANCHVIEW DR NW,4.0,2.0,,1032.0,house
774900,T3G3L5,102 HAWKDALE CIR NW,3.0,2.0,1.0,1586.0,house
879000,T2J0M2,515 LAKE BONAVISTA DR SE,5.0,4.0,1.0,2220.0,house
599900,T3E3A6,2004 37 ST SW,3.0,2.0,1.0,1825.0,house
369000,T3K3J5,680 MACEWAN DR NW,3.0,2.0,,1046.0,house
568500,T3P0W7,223 EVANSGLEN CIR NW,3.0,2.0,1.0,2176.0,house
360000,T3K4X3,170 COUNTRY HILLS DR NW,3.0,2.0,,1028.0,house
733888,T3C1X1,1601 40 ST SW,4.0,3.0,1.0,1849.0,house
299999,T2X4C9,507 Silverado Skies Common SW,2.0,2.0,1.0,1191.0,townhouse
2295999,T2N0Y3,2808 6 AVE NW,5.0,4.0,1.0,3722.0,house
1295000,T2S1M3,4407 CORONATION DR SW,5.0,3.0,1.0,2456.0,house
1325000,T3A5H5,4111 EDGEVALLEY LANDNG NW,3.0,3.0,1.0,2701.0,house
274800,T2L1Y3,318 - 3500 VARSITY DR NW,2.0,1.0,,998.0,townhouse
539900,T3K6K2,335 PANATELLA BLVD NW,5.0,3.0,1.0,1911.0,house
850000,T3A0B4,10 VARSCONNA PL NW,4.0,3.0,1.0,2017.0,house
489000,T2E2J1,412 33 AVE NE,4.0,2.0,,852.0,house
229000,T3M0M3,26 AUBURN BAY Common SE,2.0,2.0,1.0,1205.0,townhouse
219900,T3K5X5,2143 - 151 COUNTRY VILLAGE RD NE,1.0,1.0,,877.0,condo
208000,T3C2Y8,304 - 324 CEDAR CRES SW,2.0,1.0,,813.0,condo
429000,T3P1E6,63 EVANSMEADE COMMON NW,3.0,2.0,1.0,1637.0,house
460000,T3G4L5,50 ARBOUR CREST WAY NW,4.0,3.0,1.0,1714.0,house
6400000,T2C3V7,6 RIVERVIEW LANDNG SE,,,,,
369900,T2G0B5,606 - 210 15 AVE SE,2.0,2.0,,902.0,condo
219900,T2Z4M5,4224 - 4975 130 AVE SE,2.0,2.0,,987.0,condo
230000,T2E0H7,103 - 417 3 AVE NE,1.0,1.0,,681.0,condo
224000,T2W1H6,159 - 330 CANTERBURY DR SW,2.0,1.0,,1046.0,townhouse
379900,T2R1A7,703 - 1500 7 ST SW,2.0,2.0,,761.0,condo
599000,T3H5N6,36 WESTON PL SW,3.0,2.0,1.0,2356.0,house
314900,T2R0P4,1308 - 1118 12 AVE SW,2.0,2.0,,864.0,condo
360000,T2A4B7,636 MAIDSTONE DR NE,3.0,2.0,,933.0,house
458000,T3M2M9,160 MASTERS CRES SE,3.0,2.0,1.0,1952.0,house
535000,T2V0S4,719 75 AVE SW,5.0,2.0,,1119.0,house
659900,T3H1H3,107 STRAVANAN BAY SW,5.0,3.0,,2049.0,house
1698000,T3H1T2,70 ASPEN RIDGE SQ SW,3.0,3.0,2.0,1974.0,house
404900,T2E1P9,224 20 AVE NE,3.0,1.0,,862.0,house
599900,T2T5P2,3703 20 Street SW,3.0,3.0,1.0,1027.0,townhouse
415000,T3L2M2,110 - 223 TUSCANY SPRINGS BLVD NW,2.0,2.0,,1057.0,condo
649900,T2V3R4,2416 PALISMOUNT PL SW,3.0,2.0,1.0,1751.0,house
479000,T2A0X4,1306 25 ST SE,4.0,2.0,,844.0,house
179900,T2S0L2,101 - 207 25 AVE SW,1.0,1.0,,488.0,condo
448000,T2P0X2,726 - 222 RIVERFRONT AVE SW,2.0,2.0,,833.0,condo
2750000,T2P5J9,1301 - 690 PRINCETON WAY SW,1.0,1.0,1.0,2000.0,condo
329900,T3J2W5,67 MARTINDALE BLVD NE,4.0,2.0,,1053.0,house
569900,T2C3Z9,238 RIVERVIEW PK SE,4.0,2.0,1.0,1692.0,house
469900,T3L1Z9,99 TUSCANY HILLS RD NW,4.0,2.0,1.0,1827.0,house
950000,T2T4Y1,3907 19 ST SW,5.0,4.0,1.0,2467.0,house
449900,T2T6S3,123 - 1719 9A ST SW,2.0,2.0,1.0,1088.0,townhouse
84000,T2K1A2,203 - 4328 4 ST NW,1.0,1.0,,474.0,condo
269900,T3N0G3,104 SKYVIEW RANCH Road NE,2.0,2.0,1.0,1114.0,townhouse
265000,T3H4Z1,2208 - 1888 SIGNATURE PK SW,2.0,2.0,,942.0,condo
245000,T2Z4R2,5106 - 755 COPPERPOND BLVD SE,3.0,2.0,,804.0,condo
388000,T2R0Y9,1507 - 303 13 AVE SW,2.0,2.0,,754.0,condo
579900,T3G4B1,24 ARBOUR RIDGE GREEN NW,3.0,2.0,1.0,1435.0,house
409000,T3K0P4,948 PANAMOUNT BLVD NW,3.0,2.0,1.0,1276.0,house
1111000,T2N0J2,637 3 AVE NW,4.0,3.0,1.0,1906.0,house
675000,T3E2C6,2615 26A ST SW,4.0,3.0,1.0,1670.0,house
895000,T3H2C6,40 PATTERSON MEWS SW,4.0,3.0,,3690.0,house
189900,T2T1E2,10 - 1815 26 AVE SW,2.0,1.0,,736.0,condo
114900,T2A1B7,231 - 1727 54 ST SE,1.0,1.0,,527.0,condo
379900,T3K4V8,290 COVEWOOD PK NE,2.0,2.0,1.0,1372.0,house
599900,T3N0G7,56 SKYVIEW POINT TERR NE,5.0,5.0,1.0,3172.0,house
339900,T2S2V8,308 - 2320 ERLTON ST SW,2.0,2.0,,1087.0,condo
399900,T2Y3G3,100 SOMERSIDE MANOR SW,3.0,2.0,1.0,1231.0,house
1095000,T3C2L4,1420 SCOTLAND ST SW,5.0,3.0,1.0,2187.0,house
304900,T2W4K9,24 WOODFERN RD SW,3.0,1.0,1.0,1018.0,house
575000,T3H2J9,176 SIGNAL RIDGE LINK SW,3.0,2.0,1.0,1898.0,house
479000,T2T2G6,208 - 1909 36 AVE SW,4.0,2.0,1.0,1874.0,townhouse
599900,T2X4N9,95 WALGROVE PK SE,3.0,2.0,1.0,1146.0,house
149900,T3E2A2,309 - 1915 26 ST SW,1.0,1.0,,594.0,condo
276900,T2K4X5,6203 BEAVER DAM WAY NE,4.0,2.0,,701.0,house
479900,T3M2R4,47 MASTERS MANOR SE,3.0,2.0,1.0,1742.0,house
239900,T2R1S2,1404 - 836 15 AVE SW,1.0,1.0,,667.0,condo
140000,T2A7X2,97 - 1101 84 ST NE,3.0,2.0,,1198.0,
399900,T3B0P5,4732 17 AVE NW,5.0,2.0,1.0,1390.0,house
1025000,T2T1X2,2233 32 AVE SW,4.0,4.0,1.0,3200.0,house
230000,T2K5Y6,2 - 107 GRIER TERR NE,3.0,2.0,,1311.0,townhouse
1099900,T2S2G3,2118 CLIFF ST SW,4.0,3.0,,1680.0,house
424900,T2E7X9,1005 - 38 9 ST NE,2.0,2.0,,891.0,condo
550000,T2L1N9,63 BRANTFORD CRES NW,4.0,2.0,,1163.0,house
679900,T3C0V1,1713 13 AVE SW,3.0,2.0,1.0,1723.0,house
649900,T3B0V4,4907 20 AVE NW,4.0,3.0,1.0,1778.0,house
364900,T3K1H2,139 BERMUDA WAY NW,3.0,2.0,,1013.0,house
358800,T2G0C7,1404 - 433 11 AVE SE,1.0,1.0,,795.0,condo
414000,T1Y1P6,224 WHITEVIEW RD NE,3.0,3.0,,1443.0,house
924900,T3H0V1,86 ASCOT CRES SW,4.0,3.0,1.0,2544.0,house
1139900,T3M2S8,37 CRANBROOK RISE SE,3.0,3.0,1.0,2331.0,house
419900,T3A5X8,9385 HIDDEN VALLEY DR NW,3.0,2.0,1.0,1620.0,house
229900,T2R0R7,304 - 706 15 AVE SW,2.0,1.0,,765.0,condo
849900,T2G0T9,1903 - 325 3 ST SE,2.0,2.0,,1562.0,condo
948000,T3P0R3,12 EVANSBOROUGH HILL NW,4.0,3.0,1.0,2879.0,house
599900,T3H1L4,63 STRATHCONA PL SW,3.0,3.0,,1252.0,house
383000,T3M1X9,640 MAHOGANY BLVD SE,3.0,2.0,1.0,1303.0,house
515000,T2E1S6,422 21 AVE NE,2.0,1.0,,738.0,house
374900,T2G1L7,313 - 510 6 AVE SE,1.0,1.0,,683.0,condo
669900,T3L0C2,127 TUSCANY RAVINE HTS NW,3.0,2.0,1.0,1230.0,house
1290000,T2N1A7,2720 7 AVE NW,4.0,4.0,1.0,2561.0,house
399000,T2W4B2,73 CEDARDALE CRES SW,3.0,2.0,1.0,1134.0,house
535888,T2M3M7,2127 12  Street NW,3.0,3.0,1.0,1061.0,townhouse
555888,T2M3M7,2119  12  Street NW,4.0,3.0,1.0,1135.0,townhouse
335000,T1Y1N5,1711 65 ST NE,4.0,2.0,,1094.0,house
499900,T3M2B6,7967 MASTERS BLVD SE,3.0,2.0,1.0,1877.0,house
300000,T2E0S6,274 Regal Park NE,4.0,1.0,1.0,992.0,townhouse
379900,T2E3W5,"1, 517 5 Street NE",2.0,2.0,,1025.0,condo
529999,T2N0C3,2537 1 Avenue NW,3.0,3.0,1.0,1104.0,townhouse
424900,T2P5K1,603 - 1108 6 AVE SW,2.0,2.0,,1189.0,condo
359900,T2P5N6,802 - 1078 6 AVE SW,2.0,2.0,,1114.0,condo
529900,T2T1M5,1628 29 AVE SW,3.0,3.0,1.0,1634.0,house
343800,T3K2P4,303 - 300 HARVEST HILLS PL NE,2.0,2.0,,1068.0,condo
544888,T2M1A6,"2, 1418 19 Avenue NW",3.0,3.0,1.0,1182.0,townhouse
469999,T2Y4R4,116 EVERRIDGE DR SW,4.0,3.0,1.0,1962.0,house
364900,T2K5B1,458 HUNTINGTON WAY NE,4.0,3.0,,1052.0,house
379900,T3K4A5,239 COVENTRY CLOSE NE,4.0,3.0,,1144.0,house
249900,T3C0X5,604 - 1236 15 AVE SW,2.0,1.0,,814.0,condo
249900,T3C0X5,1236 15 Avenue SW,2.0,1.0,,814.0,condo
314900,T2Z0M3,191 ELGIN MEADOWS GDNS SE,2.0,2.0,1.0,1022.0,house
595000,T3H4Y3,30 DISCOVERY RIDGE LANE SW,3.0,2.0,1.0,1308.0,house
599900,T2N0J4,804 3 AVE NW,1.0,1.0,,982.0,house
739900,T2T0W2,2318 23 AVE SW,4.0,3.0,1.0,1612.0,house
899900,T2N1C9,3532 8 AVE NW,5.0,3.0,1.0,2100.0,house
429900,T2E1V6,137 23 Avenue NE,2.0,2.0,1.0,1282.0,townhouse
322300,T2N3C9,12 - 908 MEMORIAL DR NW,1.0,1.0,,713.0,condo
224990,T3C0P3,203 - 1240 12 AVE SW,2.0,1.0,,851.0,condo
469900,T2R1E3,"2706, 1111 10 Street SW",2.0,2.0,,997.0,condo
279900,T3K1G7,120 BERMUDA RD NW,4.0,2.0,,873.0,house
189999,T3J0G4,203 Saddlebrook Point NE,3.0,1.0,,865.0,townhouse
484900,T3A0P5,4803 VERONA DR NW,3.0,2.0,,1098.0,house
408880,T2G1K6,308 - 519 RIVERFRONT AVE SE,2.0,2.0,,822.0,condo
915000,T2M3Y6,2803 23A ST NW,4.0,3.0,1.0,2027.0,house
359900,T2Z1K1,100 COPPERPOND PK SE,3.0,2.0,1.0,1584.0,house
529900,T2Y3K7,35 EVERGREEN WAY SW,4.0,3.0,1.0,1886.0,house
598800,T3M0X3,39 MAHOGANY RISE SE,5.0,3.0,1.0,2616.0,house
599900,T2K0W6,3516 1 ST NW,4.0,3.0,1.0,1796.0,house
339000,T2Y4S7,64 EVERRIDGE WAY SW,2.0,1.0,,1032.0,house
419900,T3H5H2,328 - 30 SIERRA MORENA LANDNG SW,2.0,2.0,,1803.0,condo
167900,T2Y0H6,1420 - 8 BRIDLECREST DR SW,1.0,1.0,,607.0,condo
1125000,T3E6H5,6714 LEASIDE DR SW,4.0,2.0,1.0,1379.0,house
1370000,T3H3N6,411 PATTERSON BLVD SW,4.0,3.0,1.0,3724.0,house
468800,T3K3H1,310 SANDSTONE DR NW,4.0,3.0,1.0,1752.0,house
474900,T3H1Y1,215 Wentworth Row SW,2.0,2.0,1.0,1628.0,townhouse
729900,T3E3L4,3507 41 ST SW,4.0,3.0,1.0,1667.0,house
529900,T3C1W5,4015 10 Avenue SW,4.0,3.0,1.0,1341.0,townhouse
549000,T2J1X2,10608 MAPLEGLEN CRES SE,4.0,2.0,,1126.0,house
339900,T3B6E8,7016 34 Avenue NW,2.0,2.0,1.0,1239.0,townhouse
674900,T3P0L3,703 EVANSTON DR NW,4.0,3.0,1.0,2528.0,house
659000,T3E2R3,2018 32 ST SW,4.0,3.0,1.0,1676.0,house
515000,T3G1X4,28 HAWKWOOD WAY NW,4.0,3.0,1.0,1846.0,house
374147,T3P1K3,41 Sage Meadows Circle NW,3.0,2.0,1.0,1520.0,townhouse
499900,T2T1E8,2208 26 AVE SW,4.0,2.0,,998.0,house
780045,T2E4E1,711 - 88 9 ST NE,2.0,2.0,,1161.0,condo
393000,T3M2A5,383 MAHOGANY BLVD SE,3.0,2.0,1.0,1187.0,house
1199900,T3E7Y9,401 - 33 BURMA STAR RD SW,2.0,2.0,1.0,1728.0,condo
299999,T2W3E7,47 - 10401 19 ST SW,2.0,2.0,1.0,1249.0,townhouse
579000,T3E2T6,2820 33 ST SW,5.0,2.0,,1172.0,house
269900,T3J0R5,3107 - 333 TARALAKE WAY NE,3.0,2.0,1.0,1246.0,townhouse
149900,T2A5P7,53 - 175 MANORA PL NE,3.0,1.0,,905.0,townhouse
569900,T3N1M9,57 RED SKY TERR NE,4.0,2.0,1.0,2238.0,house
449900,T3C2R5,111 WARWICK DR SW,3.0,2.0,,841.0,house
779900,T3B5T5,12 VALLEY PONDS PL NW,4.0,3.0,,1721.0,house
225000,T3H5V5,230 - 69 SPRINGBOROUGH CRT SW,1.0,1.0,,614.0,condo
334900,T3L3C2,99 Toscana Gardens NW,2.0,2.0,1.0,1112.0,townhouse
600000,T2G4J6,2216 ALEXANDER ST SE,3.0,2.0,1.0,1712.0,house
209900,T3K0V9,2319 - 175 PANATELLA HILL NW,2.0,2.0,,835.0,condo
479900,T3M0X7,101 MAHOGANY HTS SE,4.0,3.0,1.0,1594.0,house
439000,T2P0G9,1307 - 804 3 AVE SW,2.0,2.0,,1088.0,condo
425000,T3R0T1,266 NOLAN HILL DR NW,4.0,3.0,1.0,1294.0,house
389900,T2G1H7,1102 - 1122 3 ST SE,2.0,2.0,,742.0,condo
539000,T3E7V7,3458 19 Avenue SW,3.0,3.0,1.0,1906.0,townhouse
249850,T2K6K5,316 - 6800 HUNTERVIEW DR NW,2.0,2.0,,940.0,condo
899900,T2G2Z4,1034 8 ST SE,4.0,3.0,1.0,2181.0,house
284900,T2V0P7,1417 - 8710 HORTON RD SW,2.0,2.0,,965.0,condo
389900,T2J4G5,352 QUEENSLAND DR SE,3.0,2.0,,1172.0,house
619900,T2N0Z6,2214 7 AVE NW,3.0,3.0,,1718.0,house
479900,T3H2Z6,308 PROMINENCE HTS SW,4.0,2.0,1.0,1375.0,house
250000,T3N0P9,236 CITYSCAPE Common NE,3.0,1.0,1.0,1281.0,townhouse
200000,T2Z1A6,1108 - 310 MCKENZIE TOWNE GATE SE,1.0,1.0,,653.0,condo
379700,X1X1X1,"301, 1605 17 Street SE",2.0,2.0,,830.0,condo
316888,X1X1X1,"325, 1605 17 Street SE",2.0,2.0,,728.0,condo
1075000,T3B0M1,22 CRESTRIDGE MEWS SW,4.0,3.0,1.0,2979.0,house
1375000,T3M0C9,78 AUBURN SOUND LANDNG SE,4.0,3.0,1.0,2567.0,house
289000,T2N1Z7,203 - 476 14 ST NW,1.0,1.0,,755.0,condo
2800000,T3R1J1,13425 SYMONS VALLEY RD NW,,,,,
579900,T2X0B6,2 SILVERADO PONDS VIEW SW,4.0,3.0,1.0,2223.0,house
229900,T2X0N2,312 - 428 CHAPARRAL RAVINE VIEW SE,2.0,2.0,,887.0,condo
319477,T3N1S4,503 - 72 CORNERSTONE MANOR NE,3.0,2.0,1.0,1386.0,townhouse
449800,T2C1V7,316 LYNNVIEW WAY SE,4.0,2.0,,1012.0,house
268700,X1X1X1,"204, 1605 17 Street SE",1.0,1.0,,554.0,condo
795000,T2N0R3,2920 4 AVE NW,4.0,3.0,2.0,1889.0,house
199888,X1X1X1,"229, 1605 17 Street SE",1.0,1.0,,494.0,condo
299900,T2G5R8,58 - 2318 17 ST SE,2.0,2.0,,934.0,townhouse
268000,T2Z1G5,255 COPPERPOND Common SE,3.0,2.0,,1183.0,townhouse
639900,T3E5W8,2925 LATHOM CRES SW,4.0,2.0,,1030.0,house
534989,T2Y3E9,22 EVERGREEN BAY SW,3.0,3.0,1.0,1536.0,house
259900,T2N3C9,406 - 916 MEMORIAL DR NW,1.0,1.0,,561.0,condo
424000,T2W0B4,1302 105 AVE SW,3.0,1.0,2.0,1309.0,house
368000,T3J2S8,57 MARTINGROVE PL NE,5.0,2.0,,1094.0,house
295000,T2K5S1,28 - 228 THEODORE PL NW,3.0,2.0,1.0,1585.0,townhouse
598000,T2T4M2,1830 17 Street SW,3.0,2.0,1.0,1785.0,townhouse
349900,T2X4P1,776 WALGROVE BLVD SE,3.0,2.0,1.0,1348.0,house
364500,T3M1X9,628 MAHOGANY BLVD SE,2.0,2.0,1.0,1085.0,house
449900,T2X1K6,264 MIDLAKE BLVD SE,4.0,3.0,,1434.0,house
499900,T3B2P8,4623 82 ST NW,3.0,1.0,1.0,1804.0,house
254000,T2S0C5,311 - 540 18 AVE SW,2.0,1.0,,862.0,condo
514900,T3M0L3,169 AUBURN GLEN MANOR SE,3.0,2.0,1.0,2216.0,house
378500,T3B2H9,3704 66 ST NW,3.0,1.0,,877.0,house
599900,T3K6B3,3 PANATELLA CLOSE NW,3.0,2.0,1.0,1532.0,house
219800,T2K6J6,129 - 405 64 AVE NE,3.0,1.0,1.0,1006.0,townhouse
210000,T2T4C1,302 - 2611 15A ST SW,2.0,1.0,,814.0,condo
170000,T2G4Z8,406 - 111 14 AVE SE,2.0,1.0,,861.0,condo
1350000,T2W3B1,12804 CANSO CRES SW,,,,,
199900,T2Y5J5,206 - 7 EVERRIDGE SQ SW,2.0,1.0,,752.0,townhouse
999900,T2T3A5,2711 8 ST SW,3.0,1.0,1.0,1679.0,house
475000,T2M0M8,314 17 AVE NW,4.0,2.0,,1055.0,house
624900,T3C0R5,1721 12 AVE SW,3.0,3.0,1.0,1479.0,house
499900,T3C2L8,1409 SUMMIT ST SW,2.0,1.0,,1043.0,house
455000,T3B4P7,24 SILVER RIDGE RISE NW,4.0,2.0,1.0,1120.0,house
294500,T2A5S5,4 FONDA MEWS SE,4.0,2.0,,819.0,house
279000,T2G0R5,1007 - 220 12 AVE SE,1.0,1.0,,570.0,condo
609900,T2M3R4,2518 16A ST NW,5.0,1.0,1.0,1051.0,house
340000,T2S3A2,94 MISSION Road SW,1.0,2.0,,1002.0,condo
2100000,T3M2Z5,550 MARINE DR SE,5.0,3.0,1.0,4046.0,house
248000,T2E0K6,202 - 234 5 AVE NE,2.0,1.0,,801.0,condo
514000,T3E0X4,4811 32 AVE SW,3.0,2.0,,828.0,house
1299000,T2M0W4,1334 18 AVE NW,4.0,3.0,1.0,2822.0,house
215000,T3M2L6,3112 - 11 MAHOGANY ROW SE,2.0,2.0,,934.0,condo
549000,T3C2Z1,1302 - 24 HEMLOCK CRES SW,2.0,2.0,,1501.0,condo
699900,T3E7Y9,201 - 33 BURMA STAR RD SW,2.0,2.0,1.0,1530.0,condo
339900,T2Z5B8,180 COPPERPOND  SE,3.0,2.0,1.0,1576.0,townhouse
199900,T3K0K8,201 - 120 PANATELLA LANDNG NW,1.0,1.0,,769.0,townhouse
299000,T2V5K5,311 - 495 78 AVE SW,2.0,2.0,,1164.0,condo
749000,T3C1G3,1317 15 ST SW,4.0,3.0,,1291.0,house
550000,T2K1H8,3212 14 ST NW,4.0,3.0,,1760.0,house
319900,T3M0Y9,804 AUBURN BAY Square SE,2.0,2.0,1.0,1166.0,townhouse
1242000,T3B3C2,612 VARSITY ESTATES PL NW,3.0,3.0,1.0,2770.0,house
179900,T2S0L3,303 - 305 25 AVE SW,1.0,1.0,,502.0,condo
364900,T3M3E4,1007 MAHOGANY BLVD SE,3.0,2.0,1.0,1204.0,house
499000,T3R0E7,29 SAGE VALLEY CIR NW,3.0,2.0,1.0,1853.0,house
649900,T3K0Z2,159 PANTON RD NW,6.0,4.0,1.0,2497.0,house
1495000,T2V5H4,159 PUMPMEADOW PL SW,5.0,5.0,1.0,4060.0,house
299900,T2B2R8,212 ERIN MOUNT PL SE,3.0,1.0,1.0,1090.0,house
1149900,T3M2S7,78 CRANBROOK RISE SE,5.0,3.0,1.0,3217.0,house
342931,T3M2S1,212 Auburn Meadows Manor SE,2.0,2.0,1.0,1203.0,townhouse
899900,T2N1Y9,459 12 ST NW,3.0,2.0,1.0,1710.0,house
374900,T2Y3G3,109 SOMERSIDE MANOR SW,4.0,2.0,,1072.0,house
674900,T3G3A2,196 HAWKVIEW MANOR CIR NW,5.0,3.0,1.0,1904.0,house
1890000,T3H0T4,8 ASPEN RIDGE MANOR SW,7.0,4.0,1.0,3675.0,house
319900,T2V0L1,109 - 9500 OAKFIELD DR SW,2.0,2.0,,1332.0,condo
839900,T3M0E1,127 AUBURN SOUND VIEW SE,4.0,3.0,1.0,2669.0,house
528000,T3K0B8,214 PANTEGO BAY NW,4.0,3.0,1.0,2212.0,house
489900,T2Z4G5,41 BRIGHTONDALE PARADE SE,3.0,2.0,2.0,1754.0,house
144900,T2T3T2,301 - 2111 14 ST SW,2.0,1.0,,728.0,condo
264900,T2E4A3,201 - 44 6A ST NE,2.0,2.0,,876.0,condo
1190000,T3L2W4,697 TUSCANY SPRINGS BLVD NW,5.0,4.0,1.0,3239.0,house
368900,T2R0S1,204 - 820 15 AVE SW,2.0,2.0,,1171.0,condo
549900,T2V0A7,716 51 AVE SW,4.0,1.0,1.0,1119.0,house
988888,T2M0V9,1120 18 AVE NW,4.0,3.0,1.0,2463.0,house
474700,T2X4L3,106 - 20 SILVERADO CREST PK SW,1.0,1.0,1.0,1178.0,house
204900,T2Z4M5,4119 - 4975 130 AVE SE,2.0,2.0,,844.0,condo
